id,game_pk,season,date,postseason,season_type,status,venue,conference_play,home_team_id,away_team_id,home_team_slug,away_team_slug,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_short_display_name,away_team_short_display_name,home_team_name,away_team_name,home_team_location,away_team_location,home_team_league,away_team_league,home_team_division,away_team_division,home_team_score,away_team_score,favorite_id,underdog_id,favorite_abbreviation,underdog_abbreviation,favorite_display_name,underdog_display_name
26224,245267,2009,2009-06-23T23:00:00.000Z,False,regular,STATUS_FINAL,Center Parc Stadium,False,2,19,atlanta-braves,new-york-yankees,ATL,NYY,Atlanta Braves,New York Yankees,Braves,Yankees,Braves,Yankees,Atlanta,New York,National,American,East,East,4,0,,,,,,
26225,245260,2009,2009-06-23T23:05:00.000Z,False,regular,STATUS_FINAL,Comerica Park,False,10,5,detroit-tigers,chicago-cubs,DET,CHC,Detroit Tigers,Chicago Cubs,Tigers,Cubs,Tigers,Cubs,Detroit,Chicago,American,National,Central,Central,5,4,,,,,,
26226,245259,2009,2009-06-23T23:05:00.000Z,False,regular,STATUS_FINAL,Nationals Park,False,30,4,washington-nationals,boston-red-sox,WSH,BOS,Washington Nationals,Boston Red Sox,Nationals,Red Sox,Nationals,Red Sox,Washington,Boston,National,American,East,East,3,11,,,,,,
26227,245262,2009,2009-06-23T23:05:00.000Z,False,regular,STATUS_FINAL,PNC Park,False,22,8,pittsburgh-pirates,cleveland-guardians,PIT,CLE,Pittsburgh Pirates,Cleveland Guardians,Pirates,Guardians,Pirates,Guardians,Pittsburgh,Cleveland,National,American,Central,Central,4,5,,,,,,
26228,245261,2009,2009-06-23T23:07:00.000Z,False,regular,STATUS_FINAL,Rogers Centre,False,29,7,toronto-blue-jays,cincinnati-reds,TOR,CIN,Toronto Blue Jays,Cincinnati Reds,Blue Jays,Reds,Blue Jays,Reds,Toronto,Cincinnati,American,National,East,Central,7,5,,,,,,
26229,245268,2009,2009-06-23T23:08:00.000Z,False,regular,STATUS_FINAL,Tropicana Field,False,27,21,tampa-bay-rays,philadelphia-phillies,TB,PHI,Tampa Bay Rays,Philadelphia Phillies,Rays,Phillies,Rays,Phillies,Tampa Bay,Philadelphia,American,National,East,East,1,10,,,,,,
26062,245271,2009,2009-06-22T23:10:00.000Z,False,regular,STATUS_FINAL,Citi Field,False,18,26,new-york-mets,st-louis-cardinals,NYM,STL,New York Mets,St. Louis Cardinals,Mets,Cardinals,Mets,Cardinals,New York,St. Louis,National,National,East,Central,6,4,,,,,,
26231,245258,2009,2009-06-23T23:10:00.000Z,False,regular,STATUS_FINAL,Hard Rock Stadium,False,15,3,miami-marlins,baltimore-orioles,FLA,BAL,Miami Marlins,Baltimore Orioles,Marlins,Orioles,Marlins,Orioles,Miami,Baltimore,National,American,East,East,7,6,,,,,,
26233,245264,2009,2009-06-24T00:05:00.000Z,False,regular,STATUS_FINAL,Minute Maid Park,False,11,12,houston-astros,kansas-city-royals,HOU,KC,Houston Astros,Kansas City Royals,Astros,Royals,Astros,Royals,Houston,Kansas City,American,American,West,Central,1,2,,,,,,
26232,245266,2009,2009-06-24T00:05:00.000Z,False,regular,STATUS_FINAL,Miller Park,False,16,17,milwaukee-brewers,minnesota-twins,MIL,MIN,Milwaukee Brewers,Minnesota Twins,Brewers,Twins,Brewers,Twins,Milwaukee,Minnesota,National,American,Central,Central,3,7,,,,,,
26234,245265,2009,2009-06-24T00:11:00.000Z,False,regular,STATUS_FINAL,Guaranteed Rate Field,False,6,14,chicago-white-sox,los-angeles-dodgers,CWS,LAD,Chicago White Sox,Los Angeles Dodgers,White Sox,Dodgers,White Sox,Dodgers,Chicago,Los Angeles,American,National,Central,West,2,5,,,,,,
26235,245272,2009,2009-06-24T01:40:00.000Z,False,regular,STATUS_FINAL,Chase Field,False,1,28,arizona-diamondbacks,texas-rangers,AZ,TEX,Arizona Diamondbacks,Texas Rangers,Diamondbacks,Rangers,Diamondbacks,Rangers,Arizona,Texas,National,American,West,West,8,2,,,,,,
26063,245263,2009,2009-06-23T02:05:00.000Z,False,regular,STATUS_FINAL,Angel Stadium,False,13,9,los-angeles-angels,colorado-rockies,LAA,COL,Los Angeles Angels,Colorado Rockies,Angels,Rockies,Angels,Rockies,Los Angeles,Colorado,American,National,West,West,1,11,,,,,,
26064,245270,2009,2009-06-23T02:05:00.000Z,False,regular,STATUS_FINAL,Oakland Coliseum,False,20,24,oakland-athletics,san-francisco-giants,OAK,SF,Oakland Athletics,San Francisco Giants,Athletics,Giants,Athletics,Giants,Oakland,San Francisco,American,National,West,West,5,1,,,,,,
26238,245269,2009,2009-06-24T02:10:00.000Z,False,regular,STATUS_FINAL,T-Mobile Park,False,25,23,seattle-mariners,san-diego-padres,SEA,SD,Seattle Mariners,San Diego Padres,Mariners,Padres,Mariners,Padres,Seattle,San Diego,American,National,West,West,7,9,,,,,,
