game_pk,date,home_starter_id,away_starter_id,home_starter_name,away_starter_name,home_starter_team,away_starter_team,home_starter_ip,away_starter_ip,home_starter_hits,away_starter_hits,home_starter_runs,away_starter_runs,home_starter_earned_runs,away_starter_earned_runs,home_starter_walks,away_starter_walks,home_starter_strikeouts,away_starter_strikeouts,home_starter_homeruns,away_starter_homeruns,home_starter_era,away_starter_era,home_starter_whip,away_starter_whip,home_starter_pitches,away_starter_pitches,home_starter_strikes,away_starter_strikes,home_starter_hit_batters,away_starter_hit_batters,home_starter_wild_pitches,away_starter_wild_pitches,home_starter_balks,away_starter_balks,home_starter_batters_faced,away_starter_batters_faced,home_starter_ground_outs,away_starter_ground_outs,home_starter_air_outs,away_starter_air_outs,home_starter_wins,away_starter_wins,home_starter_losses,away_starter_losses,home_starter_saves,away_starter_saves,home_starter_blown_saves,away_starter_blown_saves,home_starter_holds,away_starter_holds
415820,2015-09-16,547874.0,450308.0,Hisashi Iwakuma,Jered Weaver,Seattle Mariners,Los Angeles Angels,6.0,4.6667,4.0,6.0,1.0,3.0,1.0,3.0,0.0,1.0,9.0,3.0,1.0,1.0,1.5,6.428571428571428,0.6666666666666666,1.6666666666666663,84.0,78.0,58.0,49.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,20.0,7.0,1.0,2.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
415821,2015-09-16,605541.0,596064.0,Mike Wright Jr.,Henry Owens,Baltimore Orioles,Boston Red Sox,3.0,7.6667,6.0,6.0,6.0,0.0,6.0,0.0,1.0,0.0,1.0,4.0,2.0,0.0,18.0,0.0,2.333333333333333,0.8333333333333333,60.0,113.0,37.0,75.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,28.0,3.0,9.0,5.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415822,2015-09-16,150359.0,453562.0,A.J. Burnett,Jake Arrieta,Pittsburgh Pirates,Chicago Cubs,5.3333,8.0,8.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,7.0,5.0,0.0,0.0,3.5294117647058827,1.125,1.7647058823529411,0.875,83.0,117.0,52.0,80.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,28.0,6.0,12.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415823,2015-09-16,408241.0,547179.0,Jake Peavy,Michael Lorenzen,San Francisco Giants,Cincinnati Reds,6.0,3.0,7.0,6.0,2.0,3.0,2.0,3.0,1.0,1.0,8.0,1.0,0.0,0.0,3.0,9.0,1.3333333333333333,2.333333333333333,98.0,54.0,63.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,16.0,5.0,5.0,5.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
415824,2015-09-16,622072.0,407822.0,Alex Wood,Jorge De La Rosa,Los Angeles Dodgers,Colorado Rockies,8.0,8.0,1.0,6.0,0.0,2.0,0.0,2.0,0.0,1.0,5.0,5.0,0.0,1.0,0.0,2.25,0.125,0.875,78.0,103.0,52.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,31.0,13.0,14.0,6.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
415825,2015-09-16,429722.0,596057.0,Ervin Santana,Daniel Norris,Minnesota Twins,Detroit Tigers,7.0,3.6667,4.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,5.0,4.0,0.0,1.0,2.571428571428572,2.8125,1.1428571428571428,0.3125,109.0,47.0,62.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,12.0,7.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415826,2015-09-16,527048.0,572971.0,Martín Pérez,Dallas Keuchel,Texas Rangers,Houston Astros,7.0,4.6667,9.0,11.0,1.0,9.0,1.0,9.0,1.0,0.0,3.0,5.0,0.0,3.0,1.2857142857142858,19.285714285714285,1.4285714285714286,2.619047619047619,91.0,91.0,62.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,29.0,25.0,9.0,4.0,7.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
415827,2015-09-16,517593.0,518633.0,Danny Salazar,Danny Duffy,Cleveland Indians,Kansas City Royals,7.0,2.3333,4.0,6.0,1.0,4.0,1.0,4.0,2.0,2.0,6.0,3.0,1.0,1.0,1.2857142857142858,17.142857142857142,0.8571428571428571,3.809523809523809,102.0,69.0,65.0,43.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,15.0,7.0,1.0,8.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
415828,2015-09-16,112526.0,543045.0,Bartolo Colon,Adam Conley,New York Mets,Miami Marlins,5.6667,7.0,7.0,3.0,3.0,0.0,3.0,0.0,1.0,0.0,2.0,6.0,2.0,0.0,5.1923076923076925,0.0,1.5384615384615383,0.4285714285714285,73.0,99.0,48.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,24.0,6.0,4.0,7.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415829,2015-09-16,502042.0,622663.0,Chris Archer,Luis Severino,Tampa Bay Rays,New York Yankees,6.0,5.6667,4.0,6.0,2.0,1.0,2.0,1.0,4.0,1.0,7.0,7.0,0.0,0.0,3.0,1.7307692307692306,1.3333333333333333,1.346153846153846,115.0,94.0,72.0,61.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,25.0,3.0,7.0,8.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
