game_pk,date,home_ip_per_gs_rolling_5,away_ip_per_gs_rolling_5
244193,2009-04-05,,
244194,2009-04-06,,
244195,2009-04-06,,
244196,2009-04-06,,
244197,2009-04-06,,
244199,2009-04-06,,
244200,2009-04-06,,
244201,2009-04-06,,
244202,2009-04-06,,
244203,2009-04-06,,
244204,2009-04-06,,
244206,2009-04-06,,
244198,2009-04-07,,
244205,2009-04-07,,
244207,2009-04-07,,
244208,2009-04-07,,
244209,2009-04-07,,
244210,2009-04-07,,
244211,2009-04-07,,
244212,2009-04-07,,
244213,2009-04-07,,
244215,2009-04-07,,
244241,2009-04-07,,
246571,2009-04-07,,
244216,2009-04-08,,
244217,2009-04-08,,
244218,2009-04-08,,
244219,2009-04-08,,
244220,2009-04-08,,
244221,2009-04-08,,
244222,2009-04-08,,
244223,2009-04-08,,
244224,2009-04-08,,
244225,2009-04-08,,
244226,2009-04-08,,
244227,2009-04-08,,
244228,2009-04-08,,
244229,2009-04-08,,
244230,2009-04-08,,
244214,2009-04-09,,
244231,2009-04-09,,
244232,2009-04-09,,
244233,2009-04-09,,
244234,2009-04-09,,
244235,2009-04-09,,
244236,2009-04-09,,
244237,2009-04-09,,
244239,2009-04-09,,
244240,2009-04-09,,
244242,2009-04-10,,
244243,2009-04-10,,
244244,2009-04-10,,
244245,2009-04-10,,
244246,2009-04-10,,
244247,2009-04-10,,
244248,2009-04-10,,
244249,2009-04-10,,
244251,2009-04-10,,
244252,2009-04-10,,
244253,2009-04-10,,
244254,2009-04-10,,
244255,2009-04-10,,
244256,2009-04-10,8.0,
244257,2009-04-11,6.2,
244258,2009-04-11,,6.0
244259,2009-04-11,5.1,7.0
244260,2009-04-11,,
244261,2009-04-11,,7.0
244262,2009-04-11,,4.1
244263,2009-04-11,6.0,
244264,2009-04-11,,6.0
244265,2009-04-11,,6.2
244266,2009-04-11,,8.0
244267,2009-04-11,7.0,
244268,2009-04-11,6.0,
244269,2009-04-11,3.2,
244270,2009-04-11,5.0,7.0
244271,2009-04-11,,3.0
244272,2009-04-12,6.0,7.0
244273,2009-04-12,4.0,6.0
244274,2009-04-12,7.0,6.0
244275,2009-04-12,7.0,5.1
244276,2009-04-12,5.0,5.0
244277,2009-04-12,7.0,
244278,2009-04-12,6.2,5.2
244279,2009-04-12,2.1,
244280,2009-04-12,5.0,4.0
244281,2009-04-12,5.0,5.0
244282,2009-04-12,6.0,3.0
244283,2009-04-12,,5.1
244284,2009-04-12,7.1,7.0
244285,2009-04-12,,7.0
244286,2009-04-12,5.2,3.0
244287,2009-04-13,5.2,5.0
244288,2009-04-13,6.0,5.0
244289,2009-04-13,5.2,7.0
244290,2009-04-13,6.2,4.1
244291,2009-04-13,6.0,5.0
244292,2009-04-13,5.0,7.0
244293,2009-04-13,6.1,1.2
244294,2009-04-13,6.0,3.2
244295,2009-04-13,6.0,5.0
244296,2009-04-13,5.0,5.0
244297,2009-04-13,6.0,5.0
244298,2009-04-13,5.0,5.0
244299,2009-04-13,6.0,6.0
244300,2009-04-14,5.0,
244301,2009-04-14,5.0,5.0
244302,2009-04-14,6.0,5.1
244304,2009-04-14,4.1,6.0
244305,2009-04-14,7.0,1.0
244306,2009-04-14,6.0,5.0
244307,2009-04-14,7.0,5.1
244309,2009-04-14,,7.0
244310,2009-04-14,8.0,6.0
244311,2009-04-15,8.0,6.2
244312,2009-04-15,5.0,5.1
244313,2009-04-15,6.0,6.0
244314,2009-04-15,7.0,5.0
244315,2009-04-15,5.0,
244316,2009-04-15,6.0,
244317,2009-04-15,6.0,7.0
244318,2009-04-15,5.5,
244319,2009-04-15,6.0,5.0
244320,2009-04-15,4.2,7.0
244322,2009-04-15,4.1,6.0
244323,2009-04-15,5.0,7.0
244324,2009-04-15,7.0,6.2
244325,2009-04-15,,4.0
244308,2009-04-16,5.1,4.0
244326,2009-04-16,,6.6
244327,2009-04-16,5.1,6.0
244328,2009-04-16,5.65,5.0
244329,2009-04-16,6.0,5.0
244330,2009-04-16,,
244331,2009-04-16,3.0,4.0
244332,2009-04-16,5.0,7.55
244333,2009-04-16,,5.05
244334,2009-04-16,5.6,7.0
244335,2009-04-17,5.5,5.6
244336,2009-04-17,4.2,6.5
244337,2009-04-17,6.6,5.15
244338,2009-04-17,6.0,6.0
244339,2009-04-17,6.05,6.0
244340,2009-04-17,6.5,6.0
244341,2009-04-17,6.0,6.0
244342,2009-04-17,6.05,4.2
244343,2009-04-17,6.5,4.1
244344,2009-04-17,4.5,5.5
244345,2009-04-17,5.2,7.0
244346,2009-04-17,6.2,6.1
244347,2009-04-17,5.6,4.1
244348,2009-04-17,3.2,6.5
244349,2009-04-17,6.0,
244350,2009-04-18,5.55,
244351,2009-04-18,4.05,6.5
244352,2009-04-18,5.0,
244353,2009-04-18,6.5,4.0
244354,2009-04-18,6.1,5.55
244355,2009-04-18,6.0,7.0
244356,2009-04-18,2.1,5.0
244357,2009-04-18,6.5,4.05
244358,2009-04-18,6.55,6.55
244359,2009-04-18,4.0,7.6
244360,2009-04-18,7.0,5.5
244361,2009-04-18,6.1,5.6
244362,2009-04-18,,6.0
244363,2009-04-18,6.5,5.0
244364,2009-04-18,6.0,8.0
244365,2009-04-19,8.0,5.1
244366,2009-04-19,4.1,5.0
244367,2009-04-19,7.55,6.0
244368,2009-04-19,5.5,5.0
244369,2009-04-19,7.0,6.0
244370,2009-04-19,,4.55
244371,2009-04-19,6.55,3.5
244372,2009-04-19,2.1,5.1
244373,2009-04-19,6.0,5.0
244374,2009-04-19,5.5,6.0
244375,2009-04-19,4.15,6.1
244376,2009-04-19,,3.6
244377,2009-04-19,7.0,6.0
244378,2009-04-19,3.1,
244380,2009-04-20,,5.333333333333333
