game_pk,date,home_hr_per_9_rolling_10,away_hr_per_9_rolling_10
745444,2024-03-20,0.0,0.0
746175,2024-03-21,0.0,0.0
745039,2024-03-28,0.0,0.0
745116,2024-03-28,0.0,0.0
745283,2024-03-28,0.0,0.0
745445,2024-03-28,0.0,0.0
745687,2024-03-28,0.0,0.0
746089,2024-03-28,0.0,0.0
746165,2024-03-28,0.0,0.0
746335,2024-03-28,0.0,0.0
746418,2024-03-28,0.0,0.0
746737,2024-03-28,0.0,0.0
746821,2024-03-28,0.0,0.0
747060,2024-03-28,0.0,0.0
747224,2024-03-28,0.0,0.0
745117,2024-03-29,0.0,0.0
745276,2024-03-29,0.0,0.0
745435,2024-03-29,0.0,0.0
745604,2024-03-29,0.0,0.0
745682,2024-03-29,0.0,0.0
745848,2024-03-29,0.0,0.0
746091,2024-03-29,0.0,0.0
746167,2024-03-29,0.0,0.0
746412,2024-03-29,0.0,0.0
747223,2024-03-29,0.0,0.0
745037,2024-03-30,0.0,0.0
745119,2024-03-30,0.0,0.0
745278,2024-03-30,0.0,0.0
745436,2024-03-30,0.0,0.0
745599,2024-03-30,0.0,0.0
745684,2024-03-30,0.0,0.0
745850,2024-03-30,0.0,0.0
746087,2024-03-30,0.0,0.0
746168,2024-03-30,0.0,0.0
746333,2024-03-30,0.0,0.0
746410,2024-03-30,0.0,0.0
746736,2024-03-30,0.0,0.0
746818,2024-03-30,0.0,0.0
747063,2024-03-30,0.0,0.0
747221,2024-03-30,0.0,0.0
745035,2024-03-31,0.0,0.0
745115,2024-03-31,0.0,0.0
745279,2024-03-31,0.0,0.0
745438,2024-03-31,0.0,0.0
745602,2024-03-31,0.0,0.0
745683,2024-03-31,0.0,0.0
745845,2024-03-31,0.0,0.0
746090,2024-03-31,0.0,0.0
746166,2024-03-31,0.0,0.0
746332,2024-03-31,0.0,0.0
746413,2024-03-31,0.0,0.0
746739,2024-03-31,0.0,0.0
746815,2024-03-31,0.0,0.0
747062,2024-03-31,0.0,0.0
747222,2024-03-31,0.0,0.0
744875,2024-04-01,0.0,0.0
745109,2024-04-01,0.0,0.0
745277,2024-04-01,0.0,0.0
745437,2024-04-01,0.0,0.0
745600,2024-04-01,0.0,0.0
745675,2024-04-01,0.0,0.0
745842,2024-04-01,0.0,0.0
746085,2024-04-01,0.0,0.0
746170,2024-04-01,0.0,0.0
746409,2024-04-01,0.0,0.0
746817,2024-04-01,0.0,0.0
746899,2024-04-01,0.0,0.0
747058,2024-04-01,0.0,0.0
747218,2024-04-01,0.0,0.0
745111,2024-04-02,5.1923076923076925,0.0
745273,2024-04-02,1.8,0.0
745439,2024-04-02,0.0,4.390243902439025
745598,2024-04-02,0.0,0.0
745680,2024-04-02,0.0,1.8
