game_pk,home_batting_avg_rolling_10,away_batting_avg_rolling_10
778563,,
778564,0.1,0.20588235294117646
778545,,
778546,0.21875,
778547,,
778551,,
778552,,0.171875
778553,,
778554,,
778555,,
778556,,
778557,,
778558,,
778559,,
778561,,
778562,,
778518,0.2413793103448276,0.2
778541,0.2,0.10344827586206896
778542,0.3225806451612903,0.2
778543,0.2727272727272727,0.21904761904761905
778544,0.22105263157894736,0.2647058823529412
778548,0.23333333333333334,0.12903225806451613
778549,0.14285714285714285,0.358974358974359
778550,0.21212121212121213,0.18181818181818182
778560,,
778520,0.3125,0.1791044776119403
778521,0.17857142857142858,0.22388059701492538
778528,0.30303030303030304,0.23529411764705882
778529,0.2,0.2777777777777778
778530,0.1724137931034483,0.18333333333333332
778531,0.24193548387096775,0.208955223880597
778532,0.32857142857142857,0.19117647058823528
778533,0.2230769230769231,0.2602739726027397
778534,0.2727272727272727,0.15625
778535,0.15151515151515152,0.21621621621621623
778536,0.2903225806451613,0.25
778537,0.23333333333333334,0.21875
778538,0.2413793103448276,0.21212121212121213
778539,0.22950819672131148,0.171875
778540,0.24242424242424243,0.18181818181818182
778510,0.25,0.234375
778513,0.1744186046511628,0.23300970873786409
778514,0.26373626373626374,0.17708333333333334
778515,0.3047619047619048,0.19767441860465115
778516,0.25,0.2079207920792079
778517,0.3076923076923077,0.171875
778519,0.25471698113207547,0.18867924528301888
778522,0.24615384615384617,0.2153846153846154
778523,0.3333333333333333,0.2597402597402597
778524,0.2923076923076923,0.2
778525,0.2708333333333333,0.27884615384615385
778526,0.2361111111111111,0.2894736842105263
778527,0.18333333333333332,0.203125
778496,0.17543859649122806,0.23809523809523808
778499,0.27049180327868855,0.26262626262626265
778500,0.2236024844720497,0.14754098360655737
778501,0.21052631578947367,0.20772946859903382
778502,0.27522935779816515,0.22
778503,0.30612244897959184,0.20212765957446807
778504,0.23636363636363636,0.22
778505,0.17647058823529413,0.21428571428571427
778506,0.1956521739130435,0.16666666666666666
778507,0.2578125,0.2524271844660194
778508,0.2857142857142857,0.18382352941176472
778509,0.25,0.13636363636363635
778511,0.22105263157894736,0.2396694214876033
778512,0.2733812949640288,0.19402985074626866
778485,0.2903225806451613,0.25757575757575757
778486,0.18791946308724833,0.2925170068027211
778487,0.234375,0.1437908496732026
778488,0.22535211267605634,0.2553191489361702
778489,0.1565217391304348,0.22556390977443608
778490,0.20967741935483872,0.14285714285714285
778491,0.26875,0.22962962962962963
778492,0.3333333333333333,0.32857142857142857
778493,0.2923076923076923,0.17365269461077845
778494,0.22485207100591717,0.25098039215686274
778495,0.3014705882352941,0.18548387096774194
778497,0.2529411764705882,0.18548387096774194
778498,0.2631578947368421,0.2222222222222222
778469,0.1657142857142857,0.2802197802197802
778471,0.22772277227722773,0.2508591065292096
778472,0.22624434389140272,0.13736263736263737
778473,0.28888888888888886,0.20121951219512196
778474,0.22151898734177214,0.17391304347826086
778475,0.17123287671232876,0.20606060606060606
778476,0.29891304347826086,0.2236024844720497
778477,0.22674418604651161,0.23255813953488372
778478,0.2849740932642487,0.22289156626506024
778479,0.2962962962962963,0.1890547263681592
778480,0.2392638036809816,0.20652173913043478
778481,0.23232323232323232,0.1794871794871795
778482,0.2887323943661972,0.21052631578947367
778483,0.3045977011494253,0.20118343195266272
778484,0.28888888888888886,0.2982456140350877
778462,0.1836734693877551,0.17777777777777778
778466,0.26627218934911245,0.2727272727272727
778467,0.2994350282485876,0.19631901840490798
778468,0.22274881516587677,0.21761658031088082
778470,0.28078817733990147,0.21674876847290642
778444,0.20202020202020202,0.1715686274509804
778447,0.19796954314720813,0.2268041237113402
778453,0.2175732217573222,0.19730941704035873
778454,0.19158878504672897,0.2694300518134715
778455,0.21256038647342995,0.2765957446808511
778456,0.20304568527918782,0.21888412017167383
778457,0.2131979695431472,0.2672413793103448
778458,0.2651162790697674,0.21354166666666666
778459,0.3047619047619048,0.233201581027668
778460,0.2553191489361702,0.2981651376146789
778461,0.19658119658119658,0.2780487804878049
778463,0.22916666666666666,0.29767441860465116
778464,0.15137614678899083,0.24380165289256198
778465,0.18781725888324874,0.28761061946902655
778436,0.23076923076923078,0.1984126984126984
