game_pk,home_pitching_era_rolling_5,away_pitching_era_rolling_5,home_pitching_era_rolling_10,away_pitching_era_rolling_10
490099,,,,
490106,,,,
490110,,,,
490098,,,,
490100,,,,
490101,,,,
490103,,,,
490104,,,,
490105,,,,
490107,,,,
490108,,,,
490109,,,,
490111,,,,
490112,,,,
490102,,,,
490113,8.0,5.0,8.0,5.0
490114,5.0,5.0,5.0,5.0
490115,2.0,4.5,2.0,4.5
490116,2.0,7.875,2.0,7.875
490117,2.0,15.75,2.0,15.75
490118,5.0,6.585365853658537,5.0,6.585365853658537
490119,0.0,3.375,0.0,3.375
490136,3.0,4.390243902439025,3.0,4.390243902439025
490120,0.0,6.75,0.0,6.75
490122,6.0,4.0,6.0,4.0
490123,5.5,5.0,5.5,5.0
490125,1.0,7.875,1.0,7.875
490126,4.5,5.294117647058823,4.5,5.294117647058823
490127,2.0,4.5,2.0,4.5
490128,3.5,3.7058823529411766,3.5,3.7058823529411766
490129,4.0,3.0,4.0,3.0
490130,3.0,5.625,3.0,5.625
490131,3.0,7.411764705882353,3.0,7.411764705882353
490132,5.5,5.232558139534884,5.5,5.232558139534884
490133,0.5,2.8125,0.5,2.8125
490134,1.6363636363636365,2.647058823529412,1.6363636363636365,2.647058823529412
490121,2.5,2.0930232558139537,2.5,2.0930232558139537
490135,1.2857142857142858,3.15,1.2857142857142858,3.15
490137,4.0,5.538461538461538,4.0,5.538461538461538
490138,6.0,3.0,6.0,3.0
490139,1.0,9.0,1.0,9.0
490140,4.666666666666667,3.4615384615384617,4.666666666666667,3.4615384615384617
490141,3.0,5.625,3.0,5.625
490142,2.0,2.6470588235294117,2.0,2.6470588235294117
490144,2.3333333333333335,5.76,2.3333333333333335,5.76
490145,5.666666666666667,5.357142857142858,5.666666666666667,5.357142857142858
490146,1.1612903225806452,3.1914893617021276,1.1612903225806452,3.1914893617021276
490147,2.6666666666666665,2.967032967032967,2.6666666666666665,2.967032967032967
490148,3.7696335078534027,3.857142857142857,3.7696335078534027,3.857142857142857
490149,5.294117647058823,1.2857142857142858,5.294117647058823,1.2857142857142858
490150,3.5,2.404580152671756,3.5,2.404580152671756
490151,3.6666666666666665,2.6666666666666665,3.6666666666666665,2.6666666666666665
490152,5.0,4.333333333333333,5.0,4.333333333333333
490153,1.8,7.875,1.8,7.875
490154,4.371428571428571,2.25,4.371428571428571,2.25
490155,1.5,4.5,1.5,4.5
490156,3.5,1.6666666666666667,3.5,1.6666666666666667
490157,1.35,3.96,1.35,3.96
490158,6.666666666666667,3.5,6.666666666666667,3.5
490159,6.818181818181818,6.506024096385541,6.818181818181818,6.506024096385541
490160,3.9705882352941178,2.9032258064516125,3.9705882352941178,2.9032258064516125
490161,3.0,2.6470588235294117,3.0,2.6470588235294117
490162,4.32,3.2142857142857144,4.32,3.2142857142857144
490163,3.5231316725978647,4.0,3.5231316725978647,4.0
490164,5.1923076923076925,2.793103448275862,5.1923076923076925,2.793103448275862
490165,2.872340425531915,2.231404958677686,2.872340425531915,2.231404958677686
490166,3.25,2.0,3.25,2.0
490167,4.6,5.142857142857143,4.6,5.142857142857143
490168,2.020408163265306,6.0,2.020408163265306,6.0
490169,3.6818181818181817,2.25,3.6818181818181817,2.25
490170,2.769230769230769,3.857142857142857,2.769230769230769,3.857142857142857
490171,3.0,1.5,3.0,1.5
490172,2.4827586206896552,4.363636363636363,2.4827586206896552,4.363636363636363
490173,6.0,4.909090909090909,6.0,4.909090909090909
490174,6.642857142857143,6.771844660194175,6.642857142857143,6.771844660194175
490175,3.3488372093023258,3.384955752212389,3.3488372093023258,3.384955752212389
490176,3.8,4.602272727272727,3.8,4.602272727272727
490177,5.029411764705882,3.891891891891892,5.029411764705882,3.891891891891892
490178,3.3962264150943393,3.8863636363636362,3.3962264150943393,3.8863636363636362
490179,4.114285714285714,3.1621621621621623,4.114285714285714,3.1621621621621623
490180,3.8297872340425534,2.980132450331126,4.017857142857143,2.980132450331126
490181,3.4,3.6818181818181817,3.4,3.6818181818181817
490182,4.0,6.488372093023256,4.166666666666667,6.488372093023256
490183,3.306122448979592,5.357142857142857,2.793103448275862,5.357142857142857
