game_pk,date,home_whip_rolling_5,away_whip_rolling_5,home_whip_rolling_10,away_whip_rolling_10
634615,2021-04-01,0.0,0.0,0.0,0.0
634618,2021-04-01,0.0,0.0,0.0,0.0
634622,2021-04-01,0.0,0.0,0.0,0.0
634625,2021-04-01,0.0,0.0,0.0,0.0
634630,2021-04-01,0.0,0.0,0.0,0.0
634634,2021-04-01,0.0,0.0,0.0,0.0
634636,2021-04-01,0.0,0.0,0.0,0.0
634638,2021-04-01,0.0,0.0,0.0,0.0
634640,2021-04-01,0.0,0.0,0.0,0.0
634642,2021-04-01,0.0,0.0,0.0,0.0
634645,2021-04-01,0.0,0.0,0.0,0.0
634652,2021-04-01,0.0,0.0,0.0,0.0
634655,2021-04-01,0.0,0.0,0.0,0.0
634576,2021-04-02,0.0,0.0,0.0,0.0
634578,2021-04-02,0.0,0.0,0.0,0.0
634602,2021-04-02,0.0,0.0,0.0,0.0
634605,2021-04-02,0.0,0.0,0.0,0.0
634627,2021-04-02,0.0,0.0,0.0,0.0
634631,2021-04-02,0.0,0.0,0.0,0.0
634653,2021-04-02,0.0,0.0,0.0,0.0
634573,2021-04-03,0.0,0.0,0.0,0.0
634575,2021-04-03,0.0,0.0,0.0,0.0
634577,2021-04-03,0.0,0.0,0.0,0.0
634580,2021-04-03,0.0,0.0,0.0,0.0
634596,2021-04-03,0.0,0.0,0.0,0.0
634604,2021-04-03,0.0,0.0,0.0,0.0
634623,2021-04-03,0.0,0.0,0.0,0.0
634629,2021-04-03,0.0,0.0,0.0,0.0
634633,2021-04-03,0.0,0.0,0.0,0.0
634639,2021-04-03,0.0,0.0,0.0,0.0
634643,2021-04-03,0.0,0.0,0.0,0.0
634644,2021-04-03,0.0,0.0,0.0,0.0
634646,2021-04-03,0.0,0.0,0.0,0.0
634654,2021-04-03,0.0,0.0,0.0,0.0
634557,2021-04-04,0.0,0.0,0.0,0.0
634560,2021-04-04,0.0,0.0,0.0,0.0
634572,2021-04-04,0.0,0.0,0.0,0.0
634593,2021-04-04,0.0,0.0,0.0,0.0
634597,2021-04-04,0.0,0.0,0.0,0.0
634607,2021-04-04,0.0,0.0,0.0,0.0
634610,2021-04-04,0.0,0.0,0.0,0.0
634611,2021-04-04,0.0,0.0,0.0,0.0
634613,2021-04-04,0.0,0.0,0.0,0.0
634617,2021-04-04,0.0,0.0,0.0,0.0
634637,2021-04-04,0.0,0.0,0.0,0.0
634651,2021-04-04,0.0,0.0,0.0,0.0
634551,2021-04-05,0.0,0.0,0.0,0.0
634552,2021-04-05,0.0,0.0,0.0,0.0
634558,2021-04-05,0.0,0.0,0.0,0.0
634562,2021-04-05,0.0,0.0,0.0,0.0
634566,2021-04-05,0.0,0.0,0.0,0.0
634587,2021-04-05,0.0,0.0,0.0,0.0
634588,2021-04-05,0.0,0.0,0.0,0.0
634591,2021-04-05,0.0,0.0,0.0,0.0
634600,2021-04-05,0.0,0.0,0.0,0.0
634601,2021-04-05,0.0,0.0,0.0,0.0
634606,2021-04-05,0.0,0.0,0.0,0.0
634612,2021-04-05,0.0,0.0,0.0,0.0
634616,2021-04-05,0.0,0.0,0.0,0.0
634529,2021-04-06,2.142857142857143,0.0,2.142857142857143,0.0
634530,2021-04-06,0.0,0.0,0.0,0.0
634559,2021-04-06,0.0,0.0,0.0,0.0
634586,2021-04-06,1.1666666666666667,0.5,1.1666666666666667,0.5
634590,2021-04-06,0.0,0.16666666666666666,0.0,0.16666666666666666
634594,2021-04-06,0.6666666666666666,0.0,0.6666666666666666,0.0
634599,2021-04-06,1.3725490196078431,0.0,1.3725490196078431,0.0
634603,2021-04-06,0.0,0.0,0.0,0.0
634608,2021-04-06,0.0,0.0,0.0,0.0
634609,2021-04-06,0.0,0.7843137254901962,0.0,0.7843137254901962
634619,2021-04-06,3.0,0.0,3.0,0.0
634624,2021-04-06,0.0,0.0,0.0,0.0
634628,2021-04-06,1.1764705882352942,2.1153846153846154,1.1764705882352942,2.1153846153846154
634635,2021-04-06,0.0,0.0,0.0,0.0
634527,2021-04-07,0.0,1.6,0.0,1.6
634539,2021-04-07,0.0,0.14285714285714285,0.0,0.14285714285714285
634542,2021-04-07,3.225806451612903,2.5,3.225806451612903,2.5
634549,2021-04-07,2.3333333333333335,2.0,2.3333333333333335,2.0
