game_pk,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_name,away_team_name,home_postseason,away_postseason,home_season_type,away_season_type,home_season,away_season,home_gp,away_gp,home_batting_ab,away_batting_ab,home_batting_r,away_batting_r,home_batting_h,away_batting_h,home_batting_2b,away_batting_2b,home_batting_3b,away_batting_3b,home_batting_hr,away_batting_hr,home_batting_rbi,away_batting_rbi,home_batting_tb,away_batting_tb,home_batting_bb,away_batting_bb,home_batting_so,away_batting_so,home_batting_sb,away_batting_sb,home_batting_avg,away_batting_avg,home_batting_obp,away_batting_obp,home_batting_slg,away_batting_slg,home_batting_ops,away_batting_ops,home_pitching_w,away_pitching_w,home_pitching_l,away_pitching_l,home_pitching_era,away_pitching_era,home_pitching_ip,away_pitching_ip,home_pitching_h,away_pitching_h,home_pitching_er,away_pitching_er,home_pitching_hr,away_pitching_hr,home_pitching_bb,away_pitching_bb,home_pitching_k,away_pitching_k,home_pitching_oba,away_pitching_oba,home_pitching_whip,away_pitching_whip,home_fielding_e,away_fielding_e,date_dt
263871,2010-04-10,137,144,SF,ATL,Giants,Braves,San Francisco Giants,Atlanta Braves,0,0,regular,regular,2010,2010,5,5,29,37,2,7,6,10,1,2,0,0,0,1,2,6,7,15,9,6,6,5,1,1,0.292,0.256,0.36,0.368,0.416,0.372,0.776,0.74,0,1,1,0,2.76,2.4,9.0,9.0,10,6,6,2,1,0,6,9,5,6,0.0,0.0,1.18,1.03,2,0,2010-04-10
263872,2010-04-10,118,111,KC,BOS,Royals,Red Sox,Kansas City Royals,Boston Red Sox,0,0,regular,regular,2010,2010,5,5,34,37,3,8,9,12,4,1,0,0,0,5,2,8,13,28,1,0,4,6,1,1,0.265,0.282,0.324,0.337,0.392,0.494,0.716,0.831,0,1,1,0,5.17,4.4,9.0,9.0,12,9,8,3,5,0,0,1,6,4,0.0,0.0,1.45,1.4,0,0,2010-04-10
263873,2010-04-10,113,112,CIN,CHC,Reds,Cubs,Cincinnati Reds,Chicago Cubs,0,0,regular,regular,2010,2010,5,5,32,30,3,4,7,5,1,0,0,0,1,3,3,4,11,14,2,1,13,8,0,0,0.23,0.204,0.277,0.27,0.391,0.369,0.668,0.639,0,1,1,0,5.0,5.36,9.0,9.0,5,7,4,3,3,1,1,2,8,13,0.0,0.0,1.27,1.31,0,1,2010-04-10
263874,2010-04-10,116,114,DET,CLE,Tigers,Indians,Detroit Tigers,Cleveland Indians,0,0,regular,regular,2010,2010,5,5,26,30,4,2,6,3,0,0,0,0,1,0,4,1,9,3,9,3,5,9,0,0,0.274,0.21,0.354,0.302,0.411,0.281,0.765,0.583,1,0,0,1,2.54,3.68,9.0,8.0,3,6,2,4,0,1,3,9,9,5,0.0,0.0,1.17,1.32,0,0,2010-04-10
263875,2010-04-10,146,119,FLA,LAD,Marlins,Dodgers,Florida Marlins,Los Angeles Dodgers,0,0,regular,regular,2010,2010,5,5,34,36,7,6,10,12,2,3,0,0,1,1,7,6,15,18,4,4,9,10,0,1,0.272,0.294,0.333,0.369,0.406,0.461,0.739,0.83,1,0,0,1,4.8,5.15,9.0,8.3333,12,10,6,7,1,1,4,4,10,9,0.0,0.0,1.42,1.58,2,0,2010-04-10
263876,2010-04-10,145,142,CWS,MIN,White Sox,Twins,Chicago White Sox,Minnesota Twins,0,0,regular,regular,2010,2010,5,6,31,30,1,2,6,5,3,1,0,0,0,1,1,2,9,9,2,6,3,5,0,0,0.186,0.238,0.309,0.328,0.304,0.427,0.613,0.755,0,1,1,0,2.76,2.62,9.0,9.0,5,6,2,1,1,0,6,2,5,3,0.0,0.0,1.31,1.2,0,0,2010-04-10
263877,2010-04-10,139,147,TB,NYY,Rays,Yankees,Tampa Bay Rays,New York Yankees,0,0,regular,regular,2010,2010,5,5,29,36,0,10,2,14,1,2,0,0,0,1,0,10,3,19,2,8,7,3,2,2,0.255,0.277,0.324,0.38,0.404,0.435,0.728,0.815,0,1,1,0,4.6,4.3,9.0,9.0,14,2,10,0,1,0,8,2,3,7,0.0,0.0,1.49,1.2,0,0,2010-04-10
263878,2010-04-10,108,133,LAA,OAK,Angels,Athletics,Los Angeles Angels,Oakland Athletics,0,0,regular,regular,2010,2010,6,6,36,33,4,3,13,6,6,2,0,0,0,1,4,3,19,11,4,2,5,9,0,0,0.267,0.278,0.317,0.351,0.408,0.406,0.725,0.757,1,0,0,1,5.5,2.82,9.0,8.3333,6,13,3,4,1,0,2,4,9,5,0.0,0.0,1.35,1.29,0,1,2010-04-10
263879,2010-04-10,109,134,AZ,PIT,D-backs,Pirates,Arizona Diamondbacks,Pittsburgh Pirates,0,0,regular,regular,2010,2010,5,5,29,36,3,6,5,9,2,1,0,0,1,2,3,5,10,16,4,2,5,10,0,3,0.264,0.254,0.328,0.34,0.448,0.405,0.776,0.745,0,1,1,0,3.6,5.8,9.0,9.0,9,5,5,3,2,1,2,4,10,5,0.0,0.0,1.04,1.58,1,2,2010-04-10
263880,2010-04-10,115,135,COL,SD,Rockies,Padres,Colorado Rockies,San Diego Padres,0,0,regular,regular,2010,2010,5,5,49,52,4,5,9,15,2,3,0,1,3,0,4,5,20,20,3,6,12,8,0,1,0.267,0.213,0.317,0.269,0.46,0.361,0.777,0.63,0,1,1,0,3.56,4.02,14.0,14.0,15,9,5,4,0,3,6,3,8,12,0.0,0.0,1.25,1.28,0,0,2010-04-10
