game_pk,home_pitching_whip_rolling_5,away_pitching_whip_rolling_5,home_pitching_whip_rolling_10,away_pitching_whip_rolling_10
317775,,,,
318969,0.8181818181818182,0.5454545454545454,0.8181818181818182,0.5454545454545454
317733,,,,
317734,,,,
317735,,,,
317736,,,,
317738,,,,
317739,,,,
317742,,1.7777777777777777,,1.7777777777777777
317746,,,,
317737,,,,
317740,,,,
317741,,,,
317743,,,,
317744,1.3333333333333333,0.8888888888888888,1.3333333333333333,0.8888888888888888
317745,,,,
317747,0.65,0.7894736842105263,0.65,0.7894736842105263
317748,,,,
317749,,0.4444444444444444,,0.4444444444444444
317750,0.7777777777777778,1.375,0.7777777777777778,1.375
317751,0.6666666666666666,1.7283950617283952,0.6666666666666666,1.7283950617283952
317752,1.0,0.75,1.0,0.75
317753,1.2222222222222223,1.0,1.2222222222222223,1.0
317754,0.5555555555555556,1.7647058823529411,0.5555555555555556,1.7647058823529411
317755,0.4444444444444444,1.25,0.4444444444444444,1.25
317756,1.3888888888888888,0.6666666666666666,1.3888888888888888,0.6666666666666666
317757,1.1111111111111112,1.125,1.1111111111111112,1.125
317758,1.7777777777777777,2.345679012345679,1.7777777777777777,2.345679012345679
317759,1.1111111111111112,0.2222222222222222,1.1111111111111112,0.2222222222222222
317760,1.0344827586206897,0.8928571428571429,1.0344827586206897,0.8928571428571429
317761,1.4444444444444444,1.125,1.4444444444444444,1.125
317762,2.5555555555555554,0.8888888888888888,2.5555555555555554,0.8888888888888888
317763,1.0625,1.125,1.0625,1.125
317764,1.1111111111111112,0.7777777777777778,1.1111111111111112,0.7777777777777778
317765,1.0,1.6875,1.0,1.6875
317766,0.8333333333333334,1.7391304347826086,0.8333333333333334,1.7391304347826086
317767,0.9444444444444444,1.0,0.9444444444444444,1.0
317768,1.0,1.2352941176470589,1.0,1.2352941176470589
317769,1.2222222222222223,1.3846153846153846,1.2222222222222223,1.3846153846153846
317770,1.0,1.2352941176470589,1.0,1.2352941176470589
317771,1.3793103448275863,0.896551724137931,1.3793103448275863,0.896551724137931
317772,1.0,1.5625,1.0,1.5625
317773,1.7777777777777777,2.1739130434782608,1.7777777777777777,2.1739130434782608
317774,1.0526315789473684,0.6043956043956045,1.0526315789473684,0.6043956043956045
317776,1.1666666666666667,1.4375,1.1666666666666667,1.4375
