game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5057833,2026-03-31,BAL,TEX,5,8,104,-120,104,-120,10.5,10.5,10.5,10.5,-141,108,-141,108
5057834,2026-03-31,MIA,CHW,9,2,-149,135,-149,135,8.5,8.5,8.5,8.5,-120,-108,-120,-108
5057835,2026-03-31,CIN,PIT,3,8,100,-120,100,-120,9.5,9.5,9.5,9.5,110,-143,110,-143
5057836,2026-03-31,PHI,WSH,3,2,-189,160,-189,160,5.5,5.5,5.5,5.5,363,-558,363,-558
5057837,2026-03-31,TOR,COL,5,1,-270,225,-270,225,5.5,5.5,5.5,5.5,-143,110,-143,110
5057838,2026-03-31,ATL,OAK,2,5,-149,129,-149,129,7.5,7.5,7.5,7.5,308,-452,308,-452
5057839,2026-03-31,CHC,LAA,0,2,-141,120,-141,120,2.5,2.5,2.5,2.5,323,-481,323,-481
5057840,2026-03-31,MIL,TB,6,2,-125,104,-125,104,7.5,7.5,7.5,7.5,-157,120,-157,120
5057841,2026-03-31,STL,NYM,3,0,129,-149,129,-149,3.5,3.5,3.5,3.5,-134,103,-134,103
5057842,2026-03-31,HOU,BOS,9,2,-139,125,-139,125,9.5,9.5,9.5,9.5,-134,103,-134,103
5057843,2026-03-31,ARI,DET,7,5,-110,-110,-110,-110,12.5,12.5,12.5,12.5,279,-401,279,-401
5057844,2026-03-31,SEA,NYY,0,5,100,-110,100,-110,7.5,7.5,7.5,7.5,-111,-117,-111,-117
5057845,2026-03-31,SD,SF,3,9,110,-130,110,-130,12.5,12.5,12.5,12.5,-158,121,-158,121
5057846,2026-03-31,LAD,CLE,4,1,-278,229,-278,229,5.5,5.5,5.5,5.5,162,-215,162,-215
